# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000235669.1	CHN2-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235670.1	RPL21P40	processed_pseudogene	2	0	2	0.3061	0.0879	0.0869
ENSG00000235672.1	AC090286.3	transcribed_processed_pseudogene	0	1	0	0.0000	0.0000	0.0000
ENSG00000235673.1	AL929472.4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235674.2	LDHAP2	processed_pseudogene	7	23	16	0.5254	0.1508	0.1491
ENSG00000235677.1	NPM1P26	processed_pseudogene	6	3	3	0.6010	0.1725	0.1706
ENSG00000235678.3	OR5AN2P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235679.1	AL161651.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235681.1	AC245884.3	processed_pseudogene	3	3	0	1.0174	0.2920	0.2888
ENSG00000235683.1	AC018442.1	processed_pseudogene	1	1	0	0.0359	0.0103	0.0102
ENSG00000235685.2	AC092473.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235686.1	PPIAP20	processed_pseudogene	3	2	1	1.6429	0.4715	0.4664
ENSG00000235687.9	LINC00993	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235688.2	SNTG2-AS1	lncRNA	4	0	4	0.5486	0.1575	0.1557
ENSG00000235689.1	AC253536.4	unprocessed_pseudogene	7	3	4	1.9382	0.5563	0.5502
ENSG00000235690.2	CUBNP3	unprocessed_pseudogene	2	2	0	0.0829	0.0238	0.0235
ENSG00000235695.1	HIGD2AP2	processed_pseudogene	2	3	0	0.4785	0.1373	0.1358
ENSG00000235698.1	PA2G4P2	processed_pseudogene	16	10	6	0.9857	0.2829	0.2798
ENSG00000235699.3	CXorf51B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000235700.1	CYCSP52	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235701.1	PCBP2P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235703.6	LINC00894	lncRNA	52	27	38	0.4262	0.1223	0.1210
ENSG00000235705.6	AL133481.2	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235706.8	DICER1-AS1	lncRNA	376	209	216	5.2806	1.5156	1.4991
ENSG00000235707.2	AL158073.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235710.6	TRIM67-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235711.4	ANKRD34C	protein_coding	3	2	1	0.0448	0.0129	0.0127
ENSG00000235713.1	AC004522.2	unprocessed_pseudogene	0	0	1	0.0000	0.0000	0.0000
ENSG00000235716.1	KRT18P46	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235717.1	DPP10-AS2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235718.9	MFRP	protein_coding	10	5	5	0.1805	0.0518	0.0512
ENSG00000235720.1	GABPAP	processed_pseudogene	0	0	2	0.0000	0.0000	0.0000
ENSG00000235721.1	AC013268.3	processed_pseudogene	0	1	0	0.0000	0.0000	0.0000
ENSG00000235724.10	AC009299.2	lncRNA	9	7	3	0.1881	0.0540	0.0534
ENSG00000235725.1	AC007389.2	lncRNA	1	0	1	0.0446	0.0128	0.0127
ENSG00000235726.7	AC010148.1	lncRNA	3	0	3	0.0517	0.0148	0.0147
ENSG00000235728.1	AC007349.3	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235729.1	AL500522.2	processed_pseudogene	1	0	1	0.2155	0.0619	0.0612
ENSG00000235730.2	OR2AF1P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235731.3	LINC02250	lncRNA	0	0	1	0.0000	0.0000	0.0000
ENSG00000235734.4	HMGN1P36	processed_pseudogene	15	4	11	3.7212	1.0681	1.0564
ENSG00000235735.1	RPL7AP72	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235736.1	AL031275.1	lncRNA	4	2	2	0.7075	0.2031	0.2008
ENSG00000235737.1	TRIM60P19	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235738.1	AC092647.4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235740.2	PHACTR2-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235741.1	LINC02784	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235742.1	AC012308.1	processed_pseudogene	1	1	0	0.4153	0.1192	0.1179
ENSG00000235743.2	AL139231.1	lncRNA	555	260	295	70.6202	20.2693	20.0478
ENSG00000235746.1	CTBP2P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235748.1	SEPTIN14P12	processed_pseudogene	3	0	3	0.3960	0.1137	0.1124
ENSG00000235749.3	AL390860.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235750.10	KIAA0040	protein_coding	2341	1195	1146	36.3052	10.4203	10.3064
ENSG00000235756.2	AC098657.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235759.1	ARHGAP42P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235760.4	MSH2-OT1	lncRNA	8	2	6	0.4567	0.1311	0.1296
ENSG00000235761.2	MTCO3P46	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235763.1	SNRPGP5	processed_pseudogene	3	1	2	1.0081	0.2893	0.2862
ENSG00000235768.1	BRD7P5	processed_pseudogene	0	0	1	0.0000	0.0000	0.0000
ENSG00000235770.6	LINC00607	lncRNA	10	5	6	0.1062	0.0305	0.0302
ENSG00000235772.1	AP001625.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235774.2	AC023347.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235775.1	AC063976.4	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235776.2	AC000089.1	processed_pseudogene	91	51	43	8.3989	2.4106	2.3843
ENSG00000235777.1	DPYD-AS2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235778.1	AC130360.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235779.8	AC079779.3	lncRNA	2	1	3	0.0414	0.0119	0.0117
ENSG00000235780.3	USP17L27	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000235781.1	LINC02569	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235782.1	AL031429.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235784.2	HNRNPA1P29	processed_pseudogene	1	1	0	0.0841	0.0241	0.0239
ENSG00000235785.1	AL109767.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235786.1	ZNRF3-IT1	lncRNA	3	2	1	0.3291	0.0944	0.0934
ENSG00000235787.1	RPL35AP8	processed_pseudogene	5	3	2	1.5402	0.4421	0.4372
ENSG00000235790.7	PEF1-AS1	lncRNA	13	52	52	0.4337	0.1245	0.1231
ENSG00000235794.1	MTND3P21	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235795.1	AC093157.2	lncRNA	4	1	3	0.4407	0.1265	0.1251
ENSG00000235797.2	AL160275.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235802.1	HCFC1-AS1	lncRNA	3	4	0	0.6337	0.1819	0.1799
ENSG00000235803.1	MTCO2P23	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235804.2	AL357078.1	processed_pseudogene	1	0	1	0.1731	0.0497	0.0491
ENSG00000235805.1	SOCS5P3	processed_pseudogene	1	1	0	0.0469	0.0135	0.0133
ENSG00000235806.1	AF241728.1	lncRNA	2	2	0	0.1253	0.0360	0.0356
ENSG00000235808.1	MYL6P2	processed_pseudogene	1	0	1	0.1703	0.0489	0.0484
ENSG00000235810.1	AL731534.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235811.1	AL691482.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235812.4	ADAM21P1	transcribed_processed_pseudogene	7	5	2	0.2239	0.0643	0.0636
ENSG00000235813.1	AL672032.1	lncRNA	2	0	2	0.1576	0.0452	0.0447
ENSG00000235815.1	AL136099.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235816.3	PRELID1P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235817.2	AL158214.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235818.3	VN1R17P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235819.2	AL158828.1	lncRNA	12	2	10	0.7332	0.2104	0.2081
ENSG00000235820.1	AL109935.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235821.1	IFITM4P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235823.3	OLMALINC	lncRNA	997	480	517	5.4160	1.5545	1.5375
ENSG00000235824.5	LINC00837	lncRNA	0	0	1	0.0000	0.0000	0.0000
ENSG00000235827.2	TUBB8P9	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235828.5	RPL36AP26	processed_pseudogene	6	4	2	1.3949	0.4004	0.3960
ENSG00000235829.1	TBCAP2	processed_pseudogene	2	2	0	0.4535	0.1302	0.1288
ENSG00000235830.2	SRGAP3-AS4	lncRNA	6	0	6	0.9706	0.2786	0.2755
ENSG00000235831.7	BHLHE40-AS1	lncRNA	27	87	88	0.3719	0.1067	0.1056
ENSG00000235832.2	CNN2P3	processed_pseudogene	1	0	1	0.0816	0.0234	0.0232
ENSG00000235833.1	AC017099.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235834.1	Z93022.1	lncRNA	1	1	0	0.0476	0.0137	0.0135
ENSG00000235836.1	KIF3AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235837.1	AC073333.1	lncRNA	1	386	442	0.1141	0.0327	0.0324
ENSG00000235838.1	HSP90AB7P	processed_pseudogene	2	1	1	0.0603	0.0173	0.0171
ENSG00000235840.1	AC012363.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235843.1	AL390961.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235845.1	AC098649.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235847.2	LDHAP7	processed_pseudogene	28	13	15	2.1451	0.6157	0.6089
ENSG00000235848.4	RMDN2-AS1	lncRNA	4	4	0	0.0901	0.0259	0.0256
ENSG00000235849.1	HS6ST2-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235852.1	AC005540.1	lncRNA	2	31	24	0.1609	0.0462	0.0457
ENSG00000235855.3	OR7E145P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235857.1	CTBP2P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235858.1	AL359195.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235859.5	AC006978.1	processed_pseudogene	190	102	88	11.3828	3.2671	3.2314
ENSG00000235861.1	AC005237.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235862.2	AL590648.2	lncRNA	0	0	1	0.0000	0.0000	0.0000
ENSG00000235863.4	B3GALT4	protein_coding	382	217	169	11.9411	3.4273	3.3899
ENSG00000235864.1	HSPA8P6	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235865.2	GSN-AS1	lncRNA	6	272	253	0.0931	0.0267	0.0264
ENSG00000235868.3	GAPDHP31	processed_pseudogene	1	1	0	0.0729	0.0209	0.0207
ENSG00000235869.1	Z99127.1	processed_pseudogene	1	1	0	0.2213	0.0635	0.0628
ENSG00000235871.1	AC062016.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235872.2	AC078777.1	lncRNA	1	47	64	0.0951	0.0273	0.0270
ENSG00000235875.3	ARHGEF7-AS2	lncRNA	15	33	49	0.8950	0.2569	0.2541
ENSG00000235876.2	FEM1AP4	processed_pseudogene	2	0	2	0.0744	0.0214	0.0211
ENSG00000235879.1	FAR1P1	processed_pseudogene	1	1	0	0.0792	0.0227	0.0225
ENSG00000235880.1	AL158832.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235881.2	AC114776.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235884.4	LINC00941	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235885.8	LINC01828	lncRNA	1	0	1	0.0090	0.0026	0.0025
ENSG00000235886.1	AC006055.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235887.2	LINC02799	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235888.3	AF064858.1	lncRNA	38	17	21	0.4023	0.1155	0.1142
ENSG00000235890.2	TSPEAR-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235892.1	PKMP2	processed_pseudogene	4	1	4	0.1763	0.0506	0.0501
ENSG00000235893.5	BX284632.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235895.1	AC010154.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235897.1	TM4SF19-AS1	lncRNA	3	7	4	0.1038	0.0298	0.0295
ENSG00000235899.2	LINC01564	lncRNA	5	2	3	0.2738	0.0786	0.0777
ENSG00000235901.2	AL442644.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235902.1	AC108472.1	lncRNA	3	4	6	0.3589	0.1030	0.1019
ENSG00000235903.9	CPB2-AS1	lncRNA	183	136	151	0.7059	0.2026	0.2004
ENSG00000235904.3	RBMS3-AS3	lncRNA	70	41	29	0.8743	0.2509	0.2482
ENSG00000235907.2	AC115285.1	processed_pseudogene	2	1	1	0.2009	0.0577	0.0570
ENSG00000235908.1	RHOA-IT1	lncRNA	2	1	1	0.2860	0.0821	0.0812
ENSG00000235910.2	APOA1-AS	lncRNA	26	16	18	1.9126	0.5489	0.5429
ENSG00000235911.1	AC019055.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235912.1	AL031729.1	processed_pseudogene	42	26	17	16.1719	4.6416	4.5909
ENSG00000235914.2	MACROD2-AS1	lncRNA	1	1	1	0.0392	0.0113	0.0111
ENSG00000235916.1	MRPS18CP7	processed_pseudogene	5	3	2	0.8739	0.2508	0.2481
ENSG00000235917.1	MTCO2P11	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235919.4	ASH1L-AS1	lncRNA	139	82	84	8.4996	2.4396	2.4129
ENSG00000235920.1	THRAP3P3	processed_pseudogene	1	1	0	0.0756	0.0217	0.0215
ENSG00000235922.1	AL354766.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235924.1	ZNRF2P3	processed_pseudogene	1	2	1	0.1977	0.0567	0.0561
ENSG00000235926.1	RPS29P15	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235927.4	NEXN-AS1	lncRNA	12	15	17	0.3871	0.1111	0.1099
ENSG00000235929.1	TPT1P14	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235930.3	HSPE1P12	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235931.2	LINC01553	lncRNA	0	1	0	0.0000	0.0000	0.0000
ENSG00000235932.2	AL359955.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235933.1	LINC01779	lncRNA	15	11	4	1.2133	0.3482	0.3444
ENSG00000235934.2	AC007405.2	lncRNA	102	107	127	3.0678	0.8805	0.8709
ENSG00000235937.1	RPL21P30	processed_pseudogene	2	1	1	0.3589	0.1030	0.1019
ENSG00000235939.1	AL138760.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235940.1	MTND1P21	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235942.3	LCE6A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000235943.1	TMEM212-IT1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235944.8	ZNF815P	transcribed_unprocessed_pseudogene	203	102	106	6.5193	1.8712	1.8507
ENSG00000235945.1	AC002543.1	processed_pseudogene	0	1	1	0.0000	0.0000	0.0000
ENSG00000235946.1	H2BW3P	processed_pseudogene	13	6	7	1.9376	0.5561	0.5501
ENSG00000235947.1	EGOT	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235951.1	AC009965.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235954.7	TTC28-AS1	lncRNA	855	618	526	4.4516	1.2777	1.2637
ENSG00000235955.1	CICP20	processed_pseudogene	2	0	2	0.0528	0.0152	0.0150
ENSG00000235957.1	COX7CP1	processed_pseudogene	30	13	17	11.5513	3.3155	3.2792
ENSG00000235958.5	UBOX5-AS1	lncRNA	12	86	95	0.4377	0.1256	0.1242
ENSG00000235959.1	AC009237.6	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235961.6	PNMA6A	protein_coding	251	138	113	8.2914	2.3798	2.3538
ENSG00000235962.5	RPL7AP53	processed_pseudogene	14	7	7	1.3052	0.3746	0.3705
ENSG00000235963.1	MCCD1P1	unprocessed_pseudogene	1	1	0	0.2254	0.0647	0.0640
ENSG00000235964.1	FXYD6P2	processed_pseudogene	2	2	0	0.5134	0.1474	0.1457
ENSG00000235965.2	AP000431.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235967.1	COX5BP3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235968.1	FBXL12P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235969.1	CHEK2P4	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235972.1	AL355497.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000235974.1	VN2R19P	unitary_pseudogene	7	6	1	0.4919	0.1412	0.1396
ENSG00000235975.1	Z83313.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235976.2	H2BP8	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235978.6	AC018816.1	lncRNA	0	29	33	0.0000	0.0000	0.0000
ENSG00000235979.9	AC004448.2	lncRNA	28	12	17	0.4282	0.1229	0.1216
ENSG00000235981.2	AC023274.2	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235984.5	GPC5-AS1	lncRNA	20	9	11	3.2073	0.9206	0.9105
ENSG00000235988.1	AC245100.5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235989.4	MORC2-AS1	lncRNA	4	276	323	0.1086	0.0312	0.0308
ENSG00000235990.2	RPL23AP20	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235991.4	BX293995.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235992.1	GRAMD4P2	processed_pseudogene	1	1	0	0.0674	0.0193	0.0191
ENSG00000235993.1	AC007559.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235994.4	HGC6.3	lncRNA	32	14	18	1.5372	0.4412	0.4364
ENSG00000235995.1	UBE2V1P6	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000235996.1	AL136090.1	lncRNA	3	14	14	0.6060	0.1739	0.1720
ENSG00000235997.3	LINC01936	lncRNA	31	19	12	0.4929	0.1415	0.1399
ENSG00000235998.1	TAAR7P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236003.1	AC007731.3	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236004.2	AL139156.3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236005.1	AL389915.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236007.1	MTCO1P46	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236008.3	LINC01814	lncRNA	5	3	4	0.0273	0.0078	0.0078
ENSG00000236009.1	AL592309.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236012.2	HIGD1AP12	processed_pseudogene	1	0	1	0.2631	0.0755	0.0747
ENSG00000236013.7	AL357146.1	lncRNA	2	1	1	0.0418	0.0120	0.0119
ENSG00000236015.1	AC011290.2	processed_pseudogene	16	9	11	1.4372	0.4125	0.4080
ENSG00000236017.8	ASMTL-AS1	lncRNA	84	202	217	4.6517	1.3351	1.3205
ENSG00000236017.8_PAR_Y	ASMTL-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236018.2	AC004898.1	processed_pseudogene	2	1	1	0.1930	0.0554	0.0548
ENSG00000236021.2	AL591043.2	lncRNA	18	11	7	0.3972	0.1140	0.1128
ENSG00000236022.6	AC106017.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236024.1	PRRX2-AS1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236025.1	AL139135.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236026.1	AC009237.7	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236027.3	PATE3	protein_coding	2	1	1	0.1120	0.0321	0.0318
ENSG00000236028.1	AL354766.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236031.1	AL591721.1	lncRNA	2	38	61	0.1969	0.0565	0.0559
ENSG00000236032.3	OR5H14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000236035.2	NSA2P1	processed_pseudogene	3	2	1	0.2800	0.0804	0.0795
ENSG00000236036.2	LINC00445	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236039.3	AC019117.1	lncRNA	1	1	0	0.0211	0.0060	0.0060
ENSG00000236040.1	CHIAP1	unprocessed_pseudogene	8	2	6	0.5944	0.1706	0.1687
ENSG00000236041.1	COX6CP18	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236042.2	Z74696.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236044.1	FABP5P2	processed_pseudogene	1	0	1	0.1812	0.0520	0.0514
ENSG00000236045.1	AL031283.2	lncRNA	1	0	1	0.1017	0.0292	0.0289
ENSG00000236046.1	AC004920.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236047.1	RPL13AP12	processed_pseudogene	3	0	3	0.3765	0.1081	0.1069
ENSG00000236048.2	SSBL5P	processed_pseudogene	7	2	5	0.4334	0.1244	0.1230
ENSG00000236049.1	LINC01920	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236051.7	MYCBP2-AS1	lncRNA	1	108	90	0.0181	0.0052	0.0051
ENSG00000236052.2	LINC01643	lncRNA	2	1	1	0.0393	0.0113	0.0111
ENSG00000236053.1	LINC01067	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236054.1	SYN3-AS1	lncRNA	1	0	1	0.1618	0.0464	0.0459
ENSG00000236056.1	GAPDHP14	processed_pseudogene	1	1	0	0.0789	0.0226	0.0224
ENSG00000236058.3	RPL17P36	processed_pseudogene	49	20	32	6.5984	1.8939	1.8732
ENSG00000236060.2	HSPB1P1	processed_pseudogene	16	7	9	4.6205	1.3262	1.3117
ENSG00000236062.1	GSTM5P1	processed_pseudogene	1	1	0	0.1120	0.0321	0.0318
ENSG00000236064.2	AL109946.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236065.2	AL020995.1	lncRNA	1	107	116	0.0440	0.0126	0.0125
ENSG00000236068.2	AC091862.1	unitary_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236069.2	AL136987.1	lncRNA	0	1	1	0.0000	0.0000	0.0000
ENSG00000236072.1	SRSF2P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236073.2	AL627311.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236075.1	AL359475.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236076.1	LINC01072	lncRNA	2	1	1	0.3431	0.0985	0.0974
ENSG00000236077.2	SLC6A14P1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236078.2	LINC01447	lncRNA	129	63	66	3.1537	0.9052	0.8953
ENSG00000236079.1	Z85994.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236080.2	YAP1P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236081.1	ELFN1-AS1	lncRNA	0	2	0	0.0000	0.0000	0.0000
ENSG00000236083.2	OR13E1P	unitary_pseudogene	0	10	6	0.0000	0.0000	0.0000
ENSG00000236085.1	ACTG1P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236086.4	HMGN2P28	processed_pseudogene	6	3	3	1.6930	0.4859	0.4806
ENSG00000236088.10	COX10-AS1	lncRNA	520	249	272	3.2417	0.9304	0.9202
ENSG00000236090.2	LDHAP3	processed_pseudogene	33	19	14	2.4203	0.6947	0.6871
ENSG00000236091.1	LINC02243	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236094.2	LINC00545	lncRNA	1	0	4	0.1264	0.0363	0.0359
ENSG00000236095.1	AL807757.2	lncRNA	2	2	0	0.1898	0.0545	0.0539
ENSG00000236097.1	BNIP3P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236098.1	AC097059.1	lncRNA	1	1	0	0.1249	0.0358	0.0355
ENSG00000236099.1	AC013403.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236101.1	RAC1P7	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236102.2	AC006967.2	lncRNA	1	1	0	0.1711	0.0491	0.0486
ENSG00000236104.3	ZBTB22	protein_coding	3109	1526	1586	83.9766	24.1029	23.8394
ENSG00000236105.1	PRELID3BP10	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236106.2	AC010729.1	lncRNA	3	2	1	0.1097	0.0315	0.0312
ENSG00000236107.10	SCN1A-AS1	lncRNA	4	23	25	0.0156	0.0045	0.0044
ENSG00000236108.1	AC093422.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236109.2	AC013402.3	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236110.1	OR2AM1P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236111.5	AL603882.1	processed_pseudogene	28	21	11	3.0396	0.8724	0.8629
ENSG00000236114.1	AL450326.2	unprocessed_pseudogene	3	0	3	0.1130	0.0324	0.0321
ENSG00000236115.1	AL136097.2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236116.1	AC064853.1	lncRNA	0	0	1	0.0000	0.0000	0.0000
ENSG00000236117.1	LINC01639	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236118.1	AC245517.4	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000236119.1	AP000688.3	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000236120.7	AC110995.1	lncRNA	46	27	19	1.7675	0.5073	0.5018
ENSG00000236121.1	HAUS6P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
